"placa","h_perm_front","anoModelo","categoria","cor","dataEmissaoCrv","descricaoTipoDocumentoProprietario","marcaModelo","municipioEmplacamento","tipo","ufEmplacamento","descricao","ilicito"
"veiculo700",4.295,2022,"ALUGUEL","BRANCA",1626663600000,"CNPJ","VW/30.330 CRC 8X2","ITAQUIRAI","CAMINHAO","MS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo701",127.422,2007,"ALUGUEL","BRANCA",1713409200000,"CNPJ","M.BENZ/AXOR 2540 S","SAO BENTO DO SUL","CAMINHAO TRATOR","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo702",11.907,2020,"PARTICULAR","PRETA",1663556400000,"CPF","FORD/KA SE 1.0 HA C","MUNDO NOVO","AUTOMOVEL","MS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo703",120.651,2023,"PARTICULAR","BRANCA",1657076400000,"CPF","CHEVROLET/S10 LTZ DD4A","MUNDO NOVO","CAMINHONETE","MS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo704",0.855,2016,"PARTICULAR","BRANCA",1450749600000,"CPF","VW/GOL SPECIAL MB","MUNDO NOVO","AUTOMOVEL","MS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo705",0.781,2016,"PARTICULAR","PRETA",1703646000000,"CPF","TOYOTA/COROLLA XEI20FLEX","GUAIRA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo706",1.356,2010,"ALUGUEL","BRANCA",1709521200000,"CPF","SR/PASTRE SRBA 26","QUEDAS DO IGUACU","SEMI-REBOQUE","PR","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo707",53.112,2022,"ALUGUEL","BRANCA",1633662000000,"CNPJ","VW/17.280 CRM 4X2","CASCAVEL","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo708",11.801,2020,"ALUGUEL","AZUL",1602644400000,"CNPJ","M.BENZ/ACTROS 2651S6X4","CAFELANDIA","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo709",17.397,2020,"ALUGUEL","VERMELHA",1571108400000,"CNPJ","M.BENZ/ATEGO 1719","SANTA TEREZINHA DE ITAIPU","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo710",9.434,2015,"PARTICULAR","PRETA",1687834800000,"CPF","HYUNDAI/HB20S 1.6A COMF","INDAIATUBA","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo711",8.848,2023,"PARTICULAR","AZUL",1682305200000,"CNPJ","JEEP/RENEGADE LGTD T270","SAO JOSE DO RIO PRETO","CAMIONETA","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo712",13.346,2017,"PARTICULAR","PRATA",1689562800000,"CPF","FORD/ECOSPORT FSL 1.6B","MACHADO","CAMIONETA","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo713",30.209,2023,"PARTICULAR","BRANCA",1685674800000,"CNPJ","FIAT/FASTBACK AUDACE","BELO HORIZONTE","AUTOMOVEL","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo714",1.134,2011,"PARTICULAR","CINZA",1684724400000,"CPF","I/VW AMAROK CD 4X4 TREND","TOLEDO","CAMINHONETE","PR","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo715",26.861,2022,"PARTICULAR","BRANCA",1698375600000,"CPF","CHEVROLET/S10 LTZ FD4A","GUAIRA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo716",23.922,2020,"PARTICULAR","VERMELHA",1566529200000,"CPF","RENAULT/KWID ZEN 10MT","PONTA GROSSA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo717",1.939,2014,"PARTICULAR","BRANCA",1667185200000,"CPF","I/TOYOTA RAV4 20L 4X4","SAO JOSE DOS PINHAIS","CAMIONETA","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo718",2.891,2015,"PARTICULAR","BRANCA",1702609200000,"CPF","VW/GOL CITY MB","GUAIRA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo719",1.96,2002,"PARTICULAR","CINZA",1390356000000,"CPF","I/FORD FOCUS 1.8L HA","MARINGA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo720",20.514,2018,"PARTICULAR","BRANCA",1673492400000,"CPF","I/VW AMAROK V6 HIGH AC4","POCOS DE CALDAS","CAMINHONETE","MG","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo721",13.374,2014,"ALUGUEL","BRANCA",1723518000000,"CNPJ","VOLVO/FH 460 6X2T","FRANCISCO BELTRAO","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo722",107.825,2021,"ALUGUEL","PRETA",1690167600000,"CPF","SR/FACCHINI SRF CA","GUAIRA","SEMI-REBOQUE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo723",45.401,2022,"PARTICULAR","PRATA",1716433200000,"CPF","HYUNDAI/HB2010TA PLATINU","BRASILIA","AUTOMOVEL","DF","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo724",13.147,2005,"PARTICULAR","PRATA",1702350000000,"CPF","GM/CORSA SEDAN MAXX","BIRIGUI","AUTOMOVEL","SP","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo725",64.47,2005,"ALUGUEL","BRANCA",1727060400000,"CPF","SCANIA/R124 GA4X2NZ 400","FOZ DO IGUACU","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo726",34.461,2013,"PARTICULAR","PRETA",1700449200000,"CPF","HONDA/FIT LX FLEX","CURITIBA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo727",3.566,1983,"ALUGUEL","AMARELA",1597978800000,"CNPJ","M.BENZ/L 1313","NOVA SERRANA","CAMINHAO","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo728",8.564,2014,"PARTICULAR","BRANCA",1659063600000,"CNPJ","I/VW JETTA 2.0T","LONDRINA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo729",3.814,2003,"PARTICULAR","CINZA",1605063600000,"CPF","GM/ASTRA HATCH 5P CD","APUCARANA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",0
"veiculo730",25.416,2008,"PARTICULAR","BRANCA",1700622000000,"CNPJ","FIAT/UNO MILLE FIRE FLEX","ARAPONGAS","AUTOMOVEL","PR","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo731",3.273,2021,"PARTICULAR","BRANCA",1617678000000,"CNPJ","FIAT/ARGO 1.0","FOZ DO IGUACU","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo732",25.479,2011,"PARTICULAR","BRANCA",1651719600000,"CPF","FIAT/PALIO WEEK TREKKING","KALORE","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo733",1.689,2020,"ALUGUEL","PRATA",1556593200000,"CPF","TOYOTA/ETIOS SD X VSC AT","MARINGA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo734",20.614,2022,"ALUGUEL","BRANCA",1701054000000,"CNPJ","M.BENZ/ACCELO 1016 CE","RIBEIRAO PRETO","CAMINHAO","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo735",19.416,2021,"ALUGUEL","MARROM",1666839600000,"CNPJ","VOLVO/FH 540 6X4T SUSP","BELO HORIZONTE","CAMINHAO TRATOR","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo736",188.375,1981,"ALUGUEL","VERMELHA",1601866800000,"CPF","M.BENZ/L 1113","CURITIBA","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo737",8.526,2007,"PARTICULAR","PRATA",1712804400000,"CPF","VW/POLO SEDAN 1.6 COMFOR","BANDEIRANTES","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",0
"veiculo738",23.783,2016,"PARTICULAR","BRANCA",1629687600000,"CPF","HYUNDAI/HB20 1.6A 1.6 A","ALTO PARANA","AUTOMOVEL","PR","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo739",175.946,2017,"PARTICULAR","BRANCA",1677898800000,"CPF","I/TOYOTA HILUX CDSRXA4FD","CAMPINAS","CAMINHONETE","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo740",3.162,2018,"PARTICULAR","BRANCA",1724209200000,"CPF","CHEV/PRISMA 1.4AT LTZ","APUCARANA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo741",22.691,2014,"PARTICULAR","PRATA",1655434800000,"CPF","RENAULT/SANDERO EXP 16HP","BALNEARIO CAMBORIU","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo742",20.361,2023,"PARTICULAR","CINZA",1689044400000,"CNPJ","FIAT/STRADA RANCH AT","IVAIPORA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo743",93.079,2005,"ALUGUEL","BRANCA",1373511600000,"CPF","SR/RANDON SR CA","XAMBRE","SEMI-REBOQUE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo744",5.444,2024,"ALUGUEL","CINZA",1720753200000,"CPF","NISSAN/KICKS SENSE CVT","FOZ DO IGUACU","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo745",99.148,2010,"PARTICULAR","PRETA",1724900400000,"CPF","VW/POLO 1.6","DOIS VIZINHOS","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo746",16.908,2018,"ALUGUEL","BRANCA",1695783600000,"CNPJ","M.BENZ/ACCELO 1016 CE","UNIAO DA VITORIA","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
